f1,f2,f3,f4,f5,f6,target
-3.1522805997186265,-0.2846421169722746,-4.108586981073983,-1.164295533712896,1.2622931384124287,-3.018179912087933,0
-1.4944916166539173,-2.132861410560198,2.2242775194661983,0.6291872313725695,0.43254027132502654,-1.5834556603230516,1
-0.9776787996818224,-2.6061909058377615,0.18437527144829646,1.847895642958546,-0.06767556962450672,0.7091086659322778,0
-1.6047597108673384,-2.037593555197331,-1.316096555953941,-0.43103948820926885,1.2815235103956453,-0.7402399901237089,0
-4.351411369047245,-1.6226213191796475,2.0471485407121084,0.9938320490573103,0.24804315700233126,-3.2488188626834744,1
-1.3104254091790393,-1.5544692369359845,2.0290524739288447,-1.3052373558216368,0.839195365997185,-1.6603568447904724,1
-2.0187631639781456,1.8108571220966545,3.264241180805195,-0.28742073187929007,0.05473752183991804,-3.7957548343501184,2
-3.026914009508756,-2.082012578956193,3.0200097590842865,-0.8291590782198354,2.490155816612514,-1.1821355844581518,1
-2.5368792272937966,1.1869043400411505,1.5090618299598606,0.11689327000790908,-1.8187475759826461,-1.2438535896667895,2
-3.692723444095236,-0.7489713693322999,1.9753483884321745,1.709130185111293,-2.8406713871397846,-3.131292627242945,1
-2.3311230178531286,-2.9012769181386395,3.1659182802649144,-0.6751022432431288,1.354685473225628,-0.24934718379169918,1
0.06990534299918094,-3.1289117352497913,1.778319536563216,0.8981184206554484,1.3477711896640112,-1.1171324547976778,1
-2.1510740157035566,0.8833008361483758,1.289324011344211,-0.5117699143143544,-1.2095721201591194,-1.695819466149855,2
-2.4456880984897293,-1.863509291556601,2.302060289142618,0.3435286693158274,0.6156775992252159,-2.093701904930659,2
-1.2050254950279085,-4.121653539954107,3.132945594836066,-0.7514026867586747,-0.07047156083948986,-0.2776901412204438,1
-2.395698528283695,-0.8214336795627615,1.7335337285433625,0.11852211363498881,0.7558043886293897,-2.675554166553943,2
-2.996907282003862,-0.9846800320404889,-3.793387963847558,-0.0019851645118749385,1.4335591143781548,-4.115017592904162,0
0.06662860494689671,-1.9097673068901808,0.923075868623908,0.9422269197741194,-0.7766073735122869,-1.849833018503656,1
-1.3196894318496533,-2.8793841392945785,2.035919010330605,-0.4242517665709197,-0.7311303049006787,-1.74611280622295,1
-1.2019327708276253,-0.6821943032261051,1.812831421625999,0.5997494021991271,-0.1650262182130993,-2.9107599058130833,2
-2.122669902024636,-2.2770873545134647,-2.3423199011015643,-0.8099093602453799,0.777596354325738,-3.3869443445964293,0
-2.4903783685539707,-1.4569863161528667,1.5485952002539656,0.7044841896045033,-0.2775212505429645,-2.9585189108985213,1
-2.104670293117062,-1.730477890666535,2.9720437829824218,0.2892637808195992,0.0002902108061506375,-1.3455398163233419,1
-3.2570217246403455,-1.6749172443053089,3.566229766865486,0.9620503402011865,0.21189116177611014,-1.2463950968764181,1
-2.8433547327194892,-1.8954475935014647,1.6057102874590354,0.4520301566928928,-1.7590435121682246,-2.211220657256726,1
-1.6547637245956937,-1.9984866100620475,0.737018119784715,-0.7927504575779528,-0.3708412674813242,-3.1033048762846196,1
